Customer_ID,Customer_Name,Customer_Segment,Marital_Status,Gender,Region,Policy_Id,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Name,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Premium_Amt,Total_Policy_Amt,Region_pol,Country,State,City,Postal_Code
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10001.0,PT001,Auto,Auto insurance policy,Auto Policy 10001,Annual,2014-02-06,2019-02-05,25000.0,200000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10002.0,PT001,Auto,Auto insurance policy,Auto Policy 10002,Annual,2011-10-11,2016-10-09,12500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
1,Mrs. Aaron Wilson,SME,Single,Male,EAST,10003.0,PT005,Home,Home insurance policy,Home Policy 10003,Annual,2010-06-20,2015-06-19,7500.0,500000.0,EAST,United States,New York,Hartford,81510.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10200.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10200,Quarterly,2016-01-10,2018-01-09,7500.0,400000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10201.0,PT001,Auto,Auto insurance policy,Auto Policy 10201,Annual,2017-10-05,2022-10-04,12500.0,800000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
100,Ms. Catherine White,Consumer,Single,Male,EAST,10202.0,PT005,Home,Home insurance policy,Home Policy 10202,Quarterly,2015-07-16,2017-07-15,15000.0,1000000.0,EAST,United States,New York,Boston,36151.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
103,Ms. Brian Garcia,Corporate,Widowed,Female,EAST,10207.0,PT002,WholeLife,Whole life insurance policy,WholeLife Policy 10207,Quarterly,2019-07-16,2021-07-15,15000.0,200000.0,EAST,United States,New Jersey,Boston,16553.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10209.0,PT004,Health,Health insurance policy,Health Policy 10209,Annual,2017-09-28,2022-09-27,12500.0,400000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10209.0,PT004,Health,Health insurance policy,Health Policy 10209,Annual,2017-09-28,2022-09-27,12500.0,400000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10209.0,PT004,Health,Health insurance policy,Health Policy 10209,Annual,2017-09-28,2022-09-27,12500.0,400000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10209.0,PT004,Health,Health insurance policy,Health Policy 10209,Annual,2017-09-28,2022-09-27,12500.0,400000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10208.0,PT001,Auto,Auto insurance policy,Auto Policy 10208,Monthly,2012-07-28,2013-07-28,5000.0,600000.0,EAST,United States,New York,Newark,51996.0
104,Ms. Olivia Williams,Corporate,Single,Male,EAST,10209.0,PT004,Health,Health insurance policy,Health Policy 10209,Annual,2017-09-28,2022-09-27,12500.0,400000.0,EAST,United States,New York,Newark,51996.0
