Customer_ID,Customer_Title,Customer_First_Name,Customer_Last_Name,Customer_Segment,Marital_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Region
78,Ms.,Quinn,Dillon,Consumer,Widowed,Female,1951-02-19,2009-06-03,,EAST
79,Mrs.,Ursula,Harris,SME,Divorced,Female,1989-01-26,2003-12-13,,NORTH
80,Ms.,Nathan,Kirby,Corporate,Single,Female,1978-12-01,2005-07-04,,SOUTH
81,Professor,Yvonne,Harris,Corporate,Single,Female,1984-01-01,2007-07-18,,WEST
82,Ms.,Patrick,Miller,SME,Divorced,Female,1973-03-06,2007-08-20,,WEST
83,Mr.,Quinn,Miller,SME,Widowed,Male,1971-08-27,2009-02-11,,EAST
84,Dr.,Ursula,Martin,Consumer,Divorced,Female,1951-07-20,2002-02-01,,SOUTH
85,Ms.,James,Kirby,Corporate,Divorced,Female,1992-06-16,2012-05-31,,WEST
86,Ms.,Wendy,Harris,Consumer,Married,Male,1977-07-05,2005-08-21,,NORTH
87,Mrs.,Diana,Potter,Corporate,Widowed,Female,1967-03-09,2004-11-07,,NORTH
88,Ms.,Allison,Miller,Corporate,Married,Male,1970-05-30,2008-02-04,,EAST
89,Mr.,Irene,Johnson,SME,Married,Female,1999-08-24,2006-07-21,,WEST
90,Professor,Brian,Smith,Corporate,Widowed,Female,1975-07-06,2010-07-12,,EAST
91,Dr.,Bonnie,Wilson,Corporate,Widowed,Male,1960-03-27,2001-06-19,,WEST
92,Professor,Edward,Jones,Consumer,Married,Female,1977-04-05,2001-11-28,,EAST
93,Dr.,Yvonne,Thompson,SME,Divorced,Female,1990-06-02,2009-12-05,,WEST
94,Mr.,Samuel,Tyson,Corporate,Married,Male,1958-11-26,2004-08-29,,NORTH
95,Professor,Henry,Garcia,Corporate,Single,Female,1956-09-25,2003-07-06,,WEST
96,Mrs.,James,Johnson,SME,Divorced,Female,1975-11-06,2015-11-09,,SOUTH
97,Ms.,Victor,Davis,SME,Single,Male,1967-10-01,2009-07-14,,EAST
98,Mr.,Irene,Jones,SME,Divorced,Female,1955-05-09,2003-09-21,,WEST
99,Ms.,Diana,Harris,Corporate,Widowed,Male,1986-02-10,2006-02-08,,SOUTH
100,Ms.,Catherine,White,Consumer,Single,Male,1972-06-18,2000-07-30,,EAST
101,Mrs.,Samuel,Johnson,Corporate,Widowed,Male,1992-03-18,2011-08-22,,NORTH
102,Mr.,Ursula,Martin,Corporate,Widowed,Female,1992-03-02,2007-10-21,,SOUTH
103,Ms.,Brian,Garcia,Corporate,Widowed,Female,1986-12-06,2015-07-23,,EAST
104,Ms.,Olivia,Williams,Corporate,Single,Male,1972-08-23,2007-04-02,,EAST
105,Mrs.,Nathan,Johnson,SME,Widowed,Female,1996-07-06,2008-02-11,,SOUTH
106,Professor,Gwendolyn,Wilson,SME,Widowed,Female,1961-10-03,2006-06-17,,EAST
107,Professor,Aaron,Dillon,Corporate,Married,Male,1971-06-21,2015-12-02,,EAST
108,Mr.,Charles,Davis,Corporate,Married,Female,1991-05-26,2002-08-20,,SOUTH
109,Dr.,Nathan,Martin,Corporate,Married,Male,1971-11-13,2010-03-30,,NORTH
110,Ms.,Brian,Williams,Consumer,Divorced,Female,1987-03-24,2007-08-16,,WEST
111,Professor,Allison,Kirby,SME,Widowed,Female,1993-12-05,2003-05-02,,NORTH
112,Professor,Karen,Potter,Consumer,Divorced,Male,1983-11-04,2010-03-19,,NORTH
113,Mr.,Henry,White,Corporate,Widowed,Male,1978-07-19,2010-08-10,,SOUTH
114,Professor,Bonnie,Jones,Consumer,Widowed,Female,1979-10-14,2002-04-02,,SOUTH
115,Dr.,Xander,Jones,Corporate,Widowed,Female,1963-11-07,2001-09-04,,EAST
116,Ms.,Ursula,Williams,SME,Divorced,Female,1997-11-15,2008-07-10,,SOUTH
117,Mrs.,Tina,Williams,Corporate,Single,Male,1975-10-13,2005-02-06,,EAST
118,Ms.,Olivia,Garcia,Consumer,Divorced,Female,1952-08-06,2001-01-11,,EAST
119,Mrs.,Liam,White,SME,Widowed,Male,1971-11-28,2011-11-30,,NORTH
120,Professor,Fiona,Williams,Corporate,Married,Male,1984-04-27,2013-11-24,,WEST
121,Ms.,Olivia,Dillon,Corporate,Single,Female,1991-03-26,2005-09-22,,WEST
122,Ms.,Charles,Harris,SME,Widowed,Female,1976-11-02,2014-05-01,,WEST
123,Mrs.,Brian,Anderson,Consumer,Single,Female,1984-07-06,2010-11-02,,SOUTH
124,Ms.,Samuel,Anderson,Corporate,Widowed,Male,1951-12-20,2014-10-06,,NORTH
125,Ms.,Tina,Martin,Consumer,Divorced,Male,1970-08-24,2013-08-13,,EAST
126,Mr.,Victor,Jones,Consumer,Widowed,Female,1953-07-15,2006-12-05,,NORTH
127,Ms.,Charles,Anderson,Consumer,Married,Female,1987-04-12,2003-12-09,,WEST
128,Ms.,Allison,Garcia,Consumer,Divorced,Female,1993-03-25,2006-08-14,,NORTH
129,Dr.,Edward,Davis,Corporate,Single,Male,2000-01-01,2008-03-15,,EAST
130,Dr.,Rachel,Brown,SME,Divorced,Female,1983-01-25,2015-02-02,,NORTH
131,Dr.,Diana,Davis,SME,Divorced,Male,1952-03-31,2013-11-23,,NORTH
132,Ms.,Ursula,Harris,Consumer,Married,Male,1986-08-19,2002-08-13,,EAST
133,Mr.,Patrick,Brown,Corporate,Married,Female,1971-01-24,2012-01-21,,NORTH
134,Dr.,Victor,Potter,Corporate,Single,Female,1963-11-12,2009-04-21,,NORTH
135,Mrs.,Bonnie,Thomas,Corporate,Married,Male,1989-10-11,2009-12-21,,NORTH
136,Ms.,Rachel,Dillon,Consumer,Divorced,Male,1955-06-08,2008-12-05,,NORTH
137,Professor,Charles,Miller,Consumer,Divorced,Male,1951-12-01,2001-02-18,,SOUTH
138,Mrs.,Charles,Potter,Consumer,Divorced,Male,1969-05-17,2005-03-23,,WEST
139,Mrs.,Brian,Jones,Consumer,Married,Male,1998-06-19,2005-08-15,,NORTH
140,Mrs.,Aaron,Thomas,Corporate,Married,Male,1979-01-18,2000-05-09,,WEST
141,Professor,Xander,White,Corporate,Widowed,Female,1960-03-13,2001-06-04,,WEST
142,Mrs.,Olivia,Thompson,Corporate,Divorced,Male,1953-11-21,2014-10-11,,EAST
143,Dr.,Patrick,Jackson,Consumer,Widowed,Male,1959-09-08,2010-12-30,,EAST
144,Mr.,Tina,Jones,Corporate,Divorced,Female,1961-04-28,2006-03-02,,NORTH
145,Dr.,Quinn,Tyson,SME,Single,Male,1958-11-24,2015-09-27,,SOUTH
146,Dr.,Olivia,Davis,Corporate,Widowed,Male,1980-05-29,2010-03-04,,SOUTH
147,Ms.,Nathan,Taylor,Consumer,Widowed,Male,1983-08-01,2003-06-04,,NORTH
148,Mr.,Charles,White,SME,Single,Female,1983-06-07,2002-12-01,,EAST
149,Dr.,Nathan,Thomas,Corporate,Divorced,Male,1954-08-13,2006-06-14,,EAST
150,Mrs.,Edward,Martin,Consumer,Divorced,Female,1959-09-17,2007-11-08,,WEST
151,Professor,Zachary,White,Consumer,Divorced,Male,1999-12-13,2000-08-03,,WEST
152,Ms.,Wendy,Anderson,Consumer,Married,Female,1981-06-29,2000-02-20,,NORTH
153,Mr.,Edward,Dillon,Corporate,Married,Female,1958-03-26,2011-11-24,,EAST
154,Ms.,Karen,Garcia,Consumer,Single,Male,1977-12-16,2007-04-11,,SOUTH
155,Mr.,Yvonne,Tyson,SME,Widowed,Female,1957-04-27,2006-02-07,,WEST
156,Dr.,Tina,Harris,Corporate,Single,Female,1974-07-05,2004-10-31,,SOUTH
157,Dr.,James,Kirby,Consumer,Divorced,Male,1997-04-10,2014-12-18,,EAST
158,Mr.,Tina,Johnson,Consumer,Married,Female,1968-05-04,2006-10-05,,SOUTH
159,Mr.,Karen,Brown,Consumer,Married,Female,1994-08-16,2009-08-28,,NORTH
160,Ms.,Quinn,Potter,Corporate,Single,Male,1956-06-19,2008-11-26,,WEST
161,Professor,Charles,Taylor,SME,Widowed,Female,1988-07-06,2012-11-10,,SOUTH
162,Mr.,Diana,Jackson,SME,Widowed,Female,1979-02-20,2003-11-08,,NORTH
163,Mrs.,Nathan,Brown,SME,Widowed,Male,1989-02-01,2013-03-17,,EAST
164,Ms.,Brian,Anderson,Consumer,Married,Male,1969-11-17,2007-06-21,,SOUTH
165,Ms.,Catherine,Thomas,Consumer,Single,Female,1963-04-02,2005-04-19,,WEST
166,Mrs.,Fiona,Tyson,Corporate,Widowed,Female,1956-10-05,2003-12-22,,WEST
167,Ms.,Brian,Dillon,Corporate,Single,Female,1963-07-18,2009-11-11,,NORTH
168,Professor,Zachary,Wilson,Corporate,Single,Female,1955-01-15,2007-11-23,,NORTH
169,Ms.,Bonnie,Johnson,SME,Single,Female,1975-10-03,2001-09-20,,SOUTH
170,Mr.,Samuel,Potter,Corporate,Married,Female,1990-05-07,2012-10-27,,SOUTH
171,Mr.,Bonnie,Harris,Consumer,Married,Male,1980-10-23,2001-11-21,,WEST
172,Professor,Olivia,Thompson,Corporate,Divorced,Female,1964-03-29,2008-02-29,,SOUTH
173,Professor,Yvonne,Taylor,Consumer,Divorced,Female,1954-09-12,2014-02-24,,SOUTH
174,Ms.,Rachel,Jackson,Corporate,Married,Male,1972-08-10,2014-09-22,,EAST
175,Dr.,Liam,Anderson,Corporate,Single,Female,1961-07-27,2013-05-06,,WEST
176,Professor,Allison,Jones,SME,Widowed,Female,1958-05-21,2014-06-28,,NORTH
177,Mrs.,Liam,Anderson,Consumer,Widowed,Male,1969-03-20,2007-08-31,,EAST
178,Ms.,Edward,Williams,SME,Single,Female,1959-01-28,2011-05-21,,WEST
179,Mrs.,Tina,Jackson,SME,Married,Female,1964-07-22,2004-01-21,,WEST
180,Mrs.,Nathan,Thomas,SME,Divorced,Female,1989-11-07,2013-09-10,,EAST
181,Ms.,Rachel,Davis,SME,Divorced,Female,1992-01-29,2004-05-08,,WEST
182,Dr.,Yvonne,Anderson,Consumer,Widowed,Male,1995-02-13,2011-10-30,,SOUTH
183,Mr.,Brian,Wilson,SME,Single,Male,1993-02-11,2008-04-28,,WEST
184,Ms.,Charles,Garcia,Corporate,Married,Male,1990-04-24,2011-07-07,,NORTH
185,Ms.,Allison,Harris,Corporate,Single,Female,1952-05-23,2009-04-21,,WEST
186,Ms.,Megan,Williams,Consumer,Divorced,Female,1970-02-22,2000-08-18,,WEST
187,Ms.,Edward,Johnson,SME,Married,Female,1992-05-21,2015-08-12,,WEST
188,Mr.,Tina,Smith,Consumer,Married,Female,1951-09-15,2005-09-27,,SOUTH
189,Mrs.,Yvonne,Anderson,Consumer,Single,Female,1977-01-07,2002-09-25,,EAST
190,Dr.,Charles,Brown,SME,Married,Male,1998-02-03,2000-05-14,,SOUTH
191,Professor,Nathan,Smith,Consumer,Widowed,Male,1981-08-27,2005-05-24,,NORTH
192,Professor,Charles,Thompson,Corporate,Single,Female,1995-07-08,2011-05-21,,NORTH
193,Ms.,Ursula,Jackson,Consumer,Divorced,Female,1972-10-03,2000-05-13,,EAST
194,Mr.,Xander,Dillon,Corporate,Single,Female,1979-10-31,2002-12-28,,WEST
195,Dr.,Allison,Harris,SME,Single,Female,1966-05-09,2003-01-09,,WEST
196,Mr.,James,Miller,Corporate,Divorced,Female,1967-11-24,2000-12-09,,EAST
197,Mrs.,Irene,Johnson,SME,Single,Female,1975-09-02,2008-01-03,,SOUTH
198,Dr.,Diana,Thomas,Corporate,Widowed,Male,1985-11-20,2009-11-11,,NORTH
199,Ms.,Wendy,Martin,SME,Single,Female,1996-08-02,2005-12-24,,SOUTH
200,Mrs.,Nathan,Tyson,Consumer,Divorced,Male,1998-12-09,2006-08-03,,EAST
201,Ms.,Victor,Anderson,Consumer,Widowed,Female,1990-01-02,2013-07-07,,NORTH
202,Ms.,Olivia,Johnson,Consumer,Single,Female,1989-01-08,2006-02-27,,NORTH
203,Mr.,Quinn,Garcia,Consumer,Widowed,Male,1962-10-23,2013-08-17,,NORTH
204,Ms.,Henry,Dillon,SME,Single,Male,1982-06-28,2008-08-02,,EAST
205,Dr.,Liam,Thomas,SME,Married,Female,1956-11-24,2012-11-14,,SOUTH
206,Ms.,Karen,Dillon,SME,Single,Male,1972-05-24,2002-07-18,,SOUTH
207,Professor,Quinn,Jackson,SME,Divorced,Female,1960-07-25,2005-11-14,,SOUTH
208,Dr.,Tina,Anderson,Consumer,Married,Female,1967-12-17,2002-10-01,,WEST
209,Mr.,Catherine,Harris,SME,Divorced,Male,1978-09-03,2014-12-23,,WEST
210,Mrs.,Catherine,Anderson,Consumer,Married,Male,1965-08-14,2008-02-09,,NORTH
211,Mr.,Henry,Martin,Corporate,Divorced,Male,1982-05-18,2012-06-04,,WEST
212,Dr.,Charles,Anderson,Corporate,Widowed,Male,1992-12-10,2011-10-16,,EAST
213,Mr.,Karen,Dillon,Consumer,Divorced,Male,1990-05-15,2010-06-13,,WEST
214,Mr.,Nathan,Thompson,Corporate,Married,Male,1961-02-20,2011-08-15,,WEST
215,Ms.,Karen,Davis,Corporate,Single,Male,1996-07-21,2006-05-15,,WEST
216,Ms.,Edward,Dillon,SME,Married,Male,1997-11-11,2002-02-04,,NORTH
217,Professor,Victor,Tyson,Consumer,Single,Male,1980-04-16,2012-08-22,,WEST
218,Ms.,Ursula,Kirby,SME,Widowed,Male,1968-11-29,2012-10-30,,EAST
219,Professor,Catherine,Dillon,Corporate,Divorced,Male,1975-12-27,2014-05-25,,SOUTH
220,Mr.,James,Harris,Corporate,Widowed,Female,1955-05-18,2003-07-18,,SOUTH
221,Professor,Gwendolyn,Taylor,SME,Divorced,Female,1962-11-21,2007-01-04,,SOUTH
222,Professor,Edward,Thomas,Consumer,Divorced,Female,2000-05-22,2002-05-19,,SOUTH
223,Mrs.,Irene,Harris,Corporate,Single,Female,1962-08-22,2002-03-04,,EAST
224,Ms.,Henry,Garcia,Corporate,Married,Female,1978-01-21,2004-04-04,,SOUTH
225,Dr.,Catherine,Anderson,SME,Widowed,Female,1952-01-30,2002-01-07,,SOUTH
226,Ms.,Gwendolyn,Kirby,Corporate,Divorced,Female,1954-05-14,2001-02-18,,WEST
227,Mr.,Rachel,Smith,SME,Divorced,Female,1988-08-29,2003-01-02,,NORTH
228,Dr.,Liam,Johnson,Corporate,Married,Female,1954-08-04,2012-10-15,,SOUTH
229,Dr.,Megan,Thompson,Consumer,Single,Male,1999-05-01,2006-04-10,,EAST
230,Professor,Liam,Taylor,SME,Married,Female,1982-10-20,2003-03-27,,SOUTH
231,Mrs.,Bonnie,Johnson,Consumer,Widowed,Male,1979-11-18,2010-08-16,,EAST
232,Mrs.,Tina,Taylor,SME,Divorced,Female,1985-04-03,2013-10-29,,NORTH
233,Ms.,Wendy,Kirby,Corporate,Divorced,Male,1992-08-09,2000-05-16,,SOUTH
234,Mr.,Samuel,Anderson,SME,Married,Male,1992-07-30,2005-12-15,,SOUTH
235,Professor,Fiona,Thompson,Consumer,Married,Male,1984-02-10,2003-04-25,,SOUTH
236,Ms.,Aaron,Harris,SME,Widowed,Male,1987-07-28,2003-05-25,,WEST
237,Dr.,Quinn,Tyson,SME,Married,Male,1955-08-03,2015-10-30,,SOUTH
238,Professor,Victor,Martin,Corporate,Married,Female,1983-10-22,2007-01-14,,NORTH
239,Ms.,Victor,Dillon,Corporate,Married,Female,1993-06-09,2004-04-24,,NORTH
240,Mrs.,James,Anderson,Corporate,Widowed,Female,1993-11-14,2007-02-10,,WEST
241,Professor,Diana,Kirby,Consumer,Divorced,Female,1984-01-24,2008-11-06,,NORTH
242,Ms.,James,Williams,SME,Divorced,Female,1989-09-08,2014-09-17,,EAST
243,Ms.,Gwendolyn,Potter,Consumer,Divorced,Male,2000-06-03,2015-08-13,,WEST
244,Professor,Henry,Johnson,Consumer,Married,Male,1970-03-31,2014-04-23,,WEST
245,Mr.,Karen,Martin,Corporate,Married,Female,1962-05-02,2000-02-12,,SOUTH
246,Ms.,Ursula,Miller,Consumer,Single,Male,1978-10-25,2006-05-27,,SOUTH
247,Mrs.,Fiona,White,Consumer,Widowed,Female,1953-04-05,2008-11-26,,EAST
248,Professor,Aaron,Anderson,Corporate,Divorced,Female,1959-08-18,2007-07-07,,EAST
249,Dr.,Brian,Thompson,Corporate,Single,Male,1974-06-24,2004-04-28,,WEST
250,Mrs.,Ursula,Wilson,SME,Divorced,Male,1951-04-07,2007-07-24,,SOUTH
251,Dr.,Tina,Dillon,Consumer,Divorced,Female,1988-05-15,2011-07-23,,WEST
252,Dr.,Fiona,Jones,Corporate,Single,Female,1979-01-12,2005-07-25,,EAST
253,Ms.,Olivia,Wilson,Corporate,Single,Female,1977-02-02,2013-01-23,,WEST
254,Dr.,Bonnie,Brown,SME,Widowed,Female,1977-07-11,2003-08-01,,WEST
255,Ms.,Ursula,Anderson,Corporate,Married,Male,1969-10-24,2004-11-30,,EAST
256,Ms.,Xander,Tyson,SME,Widowed,Male,1987-04-23,2015-09-29,,SOUTH
257,Mr.,Victor,Tyson,Consumer,Divorced,Male,1997-02-22,2010-01-07,,WEST
258,Professor,Allison,Potter,Consumer,Married,Female,1968-02-20,2012-11-04,,EAST
259,Professor,Diana,Miller,Consumer,Widowed,Female,1993-11-08,2002-01-14,,SOUTH
260,Dr.,Quinn,White,SME,Widowed,Female,2000-08-04,2001-04-17,,WEST
261,Mr.,Megan,Wilson,Consumer,Single,Female,1969-07-20,2012-12-20,,EAST
262,Professor,Wendy,Williams,Consumer,Widowed,Female,1955-05-29,2001-07-19,,NORTH
263,Dr.,Fiona,Jones,Corporate,Widowed,Female,1983-08-06,2008-07-30,,SOUTH
264,Mrs.,Victor,Potter,SME,Married,Female,1981-03-14,2002-08-29,,EAST
265,Mr.,Xander,Davis,SME,Widowed,Female,1952-01-15,2006-09-10,,WEST
266,Mrs.,Allison,Davis,Corporate,Married,Male,1991-04-29,2007-10-06,,SOUTH
267,Professor,Bonnie,White,Consumer,Married,Male,1951-05-28,2005-05-25,,EAST
268,Mr.,Olivia,Tyson,Corporate,Widowed,Male,1971-12-16,2000-12-28,,EAST
269,Mrs.,Yvonne,Johnson,SME,Married,Female,1995-03-17,2006-06-27,,WEST
270,Mrs.,Henry,Anderson,Corporate,Widowed,Female,1996-10-06,2004-12-15,,NORTH
271,Mrs.,Rachel,Kirby,Consumer,Widowed,Female,1988-04-29,2012-06-19,,EAST
272,Ms.,Zachary,Thompson,Corporate,Married,Female,1987-05-09,2009-02-26,,SOUTH
273,Dr.,Yvonne,Potter,SME,Divorced,Male,1971-08-15,2005-01-20,,WEST
274,Dr.,Bonnie,Potter,Corporate,Married,Male,1987-05-15,2012-07-01,,SOUTH
275,Mr.,Gwendolyn,Taylor,SME,Single,Male,1990-05-09,2008-04-27,,NORTH
276,Professor,Irene,Jackson,SME,Married,Male,1953-07-19,2001-08-19,,EAST
277,Ms.,Gwendolyn,Taylor,SME,Married,Male,1951-05-18,2004-10-01,,SOUTH
278,Mrs.,Henry,Tyson,Corporate,Divorced,Female,1985-08-01,2005-05-14,,SOUTH
279,Ms.,Rachel,Dillon,SME,Divorced,Female,1977-09-02,2005-11-12,,SOUTH
280,Ms.,Diana,Martin,Corporate,Divorced,Male,1968-03-23,2008-04-24,,SOUTH
281,Mr.,Xander,Jones,Corporate,Widowed,Male,1973-05-25,2012-05-29,,WEST
282,Dr.,Karen,Davis,Corporate,Divorced,Female,1972-01-18,2011-03-14,,WEST
283,Ms.,Olivia,Garcia,Consumer,Widowed,Male,1965-03-09,2003-02-20,,SOUTH
284,Mr.,Allison,Williams,SME,Married,Male,1950-07-29,2009-04-01,,EAST
285,Mr.,Wendy,Jones,Corporate,Widowed,Male,1969-08-16,2011-05-05,,EAST
286,Mr.,Victor,Martin,Consumer,Widowed,Male,1950-08-05,2011-12-08,,SOUTH
287,Mr.,Rachel,Anderson,Consumer,Widowed,Male,1995-01-21,2015-08-26,,NORTH
288,Mrs.,Quinn,Jones,Corporate,Divorced,Female,1967-03-22,2013-11-25,,EAST
289,Dr.,Charles,Thomas,SME,Married,Male,1991-03-07,2012-09-02,,SOUTH
290,Mr.,Victor,Williams,Corporate,Widowed,Female,1958-05-22,2009-02-02,,NORTH
291,Mrs.,Ursula,Smith,SME,Widowed,Female,1957-06-02,2011-03-18,,EAST
292,Mr.,Catherine,Thompson,Corporate,Widowed,Male,1970-08-12,2004-09-27,,EAST
293,Professor,Victor,Wilson,Consumer,Single,Female,2000-07-22,2014-10-05,,EAST
